Array,Platform,Node,Instrument,RefDes,Asset ID,Serial Number,deployment,gitHub changeDate,file,URL,changeType,dateRangeStart,dateRangeEnd,annotation
Coastal Pioneer NES,Central Surface Mooring,Near Surface Instrument Frame,3-Wavelength Fluorometer: FLORT Series D,CP01CNSM-RID27-02-FLORTD000,CGINS-FLORTD-01219,BBFL2W-1219,12,-9999999,CGINS-FLORTD-01219__20180830.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01219__20180830.csv,Calibration coefficients were modified,2019-09-27 18:30,2020-11-06 13:17,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (CP01CNSM-RID27-02-FLORTD000) were incorrect for all of deployment 12 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 12 for the time range 2019-09-27 18:30 to 2020-11-06 13:17 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01219__20180830.csv.
Coastal Pioneer NES,Inshore Surface Mooring,Near Surface Instrument Frame,3-Wavelength Fluorometer: FLORT Series D,CP03ISSM-RID27-02-FLORTD000,CGINS-FLORTD-01219,BBFL2W-1219,15,-9999999,CGINS-FLORTD-01219__20210127.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01219__20210127.csv,Calibration coefficients were modified,2022-04-11 21:51,2022-11-13 13:55,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (CP03ISSM-RID27-02-FLORTD000) were incorrect for all of deployment 15 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 15 for the time range 2022-04-11 21:51 to 2022-11-13 13:55 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01219__20210127.csv.
Coastal Pioneer NES,Offshore Surface Mooring,Near Surface Instrument Frame,3-Wavelength Fluorometer: FLORT Series D,CP04OSSM-RID27-02-FLORTD000,CGINS-FLORTD-01221,BBFL2W-1221,1,-9999999,CGINS-FLORTD-01221__20140819.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01221__20140819.csv,Calibration coefficients were modified,2014-12-12 21:47,2015-05-10 19:57,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (CP04OSSM-RID27-02-FLORTD000) were incorrect for all of deployment 1 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 1 for the time range 2014-12-12 21:47 to 2015-05-10 19:57 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01221__20140819.csv.
Coastal Pioneer NES,Central Surface Mooring,Near Surface Instrument Frame,3-Wavelength Fluorometer: FLORT Series D,CP01CNSM-RID27-02-FLORTD000,CGINS-FLORTD-01221,BBFL2W-1221,4,-9999999,CGINS-FLORTD-01221__20151008.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01221__20151008.csv,Calibration coefficients were modified,2015-10-23 18:49,2016-04-04 12:03,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (CP01CNSM-RID27-02-FLORTD000) were incorrect for all of deployment 4 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 4 for the time range 2015-10-23 18:49 to 2016-04-04 12:03 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01221__20151008.csv.
Global Irminger Sea,Flanking Subsurface Mooring A,Mooring Riser,3-Wavelength Fluorometer: FLORT Series D,GI03FLMA-RIS01-05-FLORTD000,CGINS-FLORTD-01221,BBFL2W-1221,3,-9999999,CGINS-FLORTD-01221__20160525.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01221__20160525.csv,Calibration coefficients were modified,2016-07-12 15:59,2017-08-12 10:00,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (GI03FLMA-RIS01-05-FLORTD000) were incorrect for all of deployment 3 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 3 for the time range 2016-07-12 15:59 to 2017-08-12 10:00 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01221__20160525.csv.
Global Irminger Sea,Flanking Subsurface Mooring B,Mooring Riser,3-Wavelength Fluorometer: FLORT Series D,GI03FLMB-RIS01-05-FLORTD000,CGINS-FLORTD-01221,BBFL2W-1221,6,-9999999,CGINS-FLORTD-01221__20180627.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01221__20180627.csv,Calibration coefficients were modified,2019-08-08 13:20,2020-08-25 15:52,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (GI03FLMB-RIS01-05-FLORTD000) were incorrect for all of deployment 6 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 6 for the time range 2019-08-08 13:20 to 2020-08-25 15:52 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01221__20180627.csv.
Global Station Papa,Flanking Subsurface Mooring B,Mooring Riser,3-Wavelength Fluorometer: FLORT Series D,GP03FLMB-RIS01-05-FLORTD000,CGINS-FLORTD-01221,BBFL2W-1221,12,-9999999,CGINS-FLORTD-01221__20211223.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01221__20211223.csv,Calibration coefficients were modified,2025-05-27 19:30,2025-06-11 18:28,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (GP03FLMB-RIS01-05-FLORTD000) were incorrect for all of deployment 12 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 12 for the time range 2025-05-27 19:30 to 2025-06-11 18:28 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01221__20211223.csv.
Coastal Pioneer NES,Inshore Surface Mooring,Near Surface Instrument Frame,3-Wavelength Fluorometer: FLORT Series D,CP03ISSM-RID27-02-FLORTD000,CGINS-FLORTD-01222,BBFL2W-1222,2,-9999999,CGINS-FLORTD-01222__20140819.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01222__20140819.csv,Calibration coefficients were modified,2015-05-09 00:57,2015-10-21 18:50,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (CP03ISSM-RID27-02-FLORTD000) were incorrect for all of deployment 2 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 2 for the time range 2015-05-09 00:57 to 2015-10-21 18:50 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01222__20140819.csv.
Coastal Pioneer NES,Offshore Surface Mooring,Near Surface Instrument Frame,3-Wavelength Fluorometer: FLORT Series D,CP04OSSM-RID27-02-FLORTD000,CGINS-FLORTD-01222,BBFL2W-1222,4,-9999999,CGINS-FLORTD-01222__20160112.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01222__20160112.csv,Calibration coefficients were modified,2016-05-27 15:50,2016-10-12 17:12,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (CP04OSSM-RID27-02-FLORTD000) were incorrect for all of deployment 4 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 4 for the time range 2016-05-27 15:50 to 2016-10-12 17:12 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01222__20160112.csv.
Global Irminger Sea,Apex Surface Mooring,Surface Buoy,3-Wavelength Fluorometer: FLORT Series D,GI01SUMO-SBD12-02-FLORTD000,CGINS-FLORTD-01222,BBFL2W-1222,4,-9999999,CGINS-FLORTD-01222__20170105.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01222__20170105.csv,Calibration coefficients were modified,2017-08-05 18:17,2017-10-12 09:07,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (GI01SUMO-SBD12-02-FLORTD000) were incorrect for all of deployment 4 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 4 for the time range 2017-08-05 18:17 to 2017-10-12 09:07 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01222__20170105.csv.
Global Irminger Sea,Apex Surface Mooring,Near Surface Instrument Frame,3-Wavelength Fluorometer: FLORT Series D,GI01SUMO-RID16-02-FLORTD000,CGINS-FLORTD-01295,BBFL2W-1295,2,-9999999,CGINS-FLORTD-01295__20150430.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01295__20150430.csv,Calibration coefficients were modified,2015-08-15 19:22,2016-07-19 10:09,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (GI01SUMO-RID16-02-FLORTD000) were incorrect for all of deployment 2 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 2 for the time range 2015-08-15 19:22 to 2016-07-19 10:09 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01295__20150430.csv.
Coastal Pioneer NES,Inshore Surface Mooring,Near Surface Instrument Frame,3-Wavelength Fluorometer: FLORT Series D,CP03ISSM-RID27-02-FLORTD000,CGINS-FLORTD-01295,BBFL2W-1295,6,-9999999,CGINS-FLORTD-01295__20161013.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01295__20161013.csv,Calibration coefficients were modified,2017-06-15 13:43,2017-11-01 14:17,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (CP03ISSM-RID27-02-FLORTD000) were incorrect for all of deployment 6 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 6 for the time range 2017-06-15 13:43 to 2017-11-01 14:17 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01295__20161013.csv.
Global Irminger Sea,Apex Surface Mooring,Surface Buoy,3-Wavelength Fluorometer: FLORT Series D,GI01SUMO-SBD12-02-FLORTD000,CGINS-FLORTD-01296,BBFL2W-1296,2,-9999999,CGINS-FLORTD-01296__20150430.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01296__20150430.csv,Calibration coefficients were modified,2015-08-15 19:22,2016-07-19 10:09,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (GI01SUMO-SBD12-02-FLORTD000) were incorrect for all of deployment 2 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 2 for the time range 2015-08-15 19:22 to 2016-07-19 10:09 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01296__20150430.csv.
Global Irminger Sea,Apex Surface Mooring,Near Surface Instrument Frame,3-Wavelength Fluorometer: FLORT Series D,GI01SUMO-RID16-02-FLORTD000,CGINS-FLORTD-01296,BBFL2W-1296,4,-9999999,CGINS-FLORTD-01296__20161014.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01296__20161014.csv,Calibration coefficients were modified,2017-08-05 18:17,2017-10-12 09:07,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (GI01SUMO-RID16-02-FLORTD000) were incorrect for all of deployment 4 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 4 for the time range 2017-08-05 18:17 to 2017-10-12 09:07 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01296__20161014.csv.
Global Irminger Sea,Flanking Subsurface Mooring A,Mooring Riser,3-Wavelength Fluorometer: FLORT Series D,GI03FLMA-RIS01-05-FLORTD000,CGINS-FLORTD-01298,BBFL2W-1298,2,-9999999,CGINS-FLORTD-01298__20150512.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01298__20150512.csv,Calibration coefficients were modified,2015-08-18 23:47,2016-07-17 07:55,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (GI03FLMA-RIS01-05-FLORTD000) were incorrect for all of deployment 2 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 2 for the time range 2015-08-18 23:47 to 2016-07-17 07:55 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01298__20150512.csv.
Global Station Papa,Flanking Subsurface Mooring B,Mooring Riser,3-Wavelength Fluorometer: FLORT Series D,GP03FLMB-RIS01-05-FLORTD000,CGINS-FLORTD-01298,BBFL2W-1298,7,-9999999,CGINS-FLORTD-01298__20170110.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01298__20170110.csv,Calibration coefficients were modified,2019-09-27 21:26,2021-07-27 18:00,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (GP03FLMB-RIS01-05-FLORTD000) were incorrect for all of deployment 7 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 7 for the time range 2019-09-27 21:26 to 2021-07-27 18:00 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01298__20170110.csv.
Global Irminger Sea,Flanking Subsurface Mooring B,Mooring Riser,3-Wavelength Fluorometer: FLORT Series D,GI03FLMB-RIS01-05-FLORTD000,CGINS-FLORTD-01299,BBFL2W-1299,2,-9999999,CGINS-FLORTD-01299__20150512.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01299__20150512.csv,Calibration coefficients were modified,2015-08-21 17:11,2016-07-18 08:00,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (GI03FLMB-RIS01-05-FLORTD000) were incorrect for all of deployment 2 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 2 for the time range 2015-08-21 17:11 to 2016-07-18 08:00 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01299__20150512.csv.
Global Irminger Sea,Flanking Subsurface Mooring A,Mooring Riser,3-Wavelength Fluorometer: FLORT Series D,GI03FLMA-RIS01-05-FLORTD000,CGINS-FLORTD-01299,BBFL2W-1299,4,-9999999,CGINS-FLORTD-01299__20170110.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01299__20170110.csv,Calibration coefficients were modified,2017-08-08 15:13,2018-06-15 07:59,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (GI03FLMA-RIS01-05-FLORTD000) were incorrect for all of deployment 4 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 4 for the time range 2017-08-08 15:13 to 2018-06-15 07:59 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01299__20170110.csv.
Coastal Pioneer NES,Offshore Surface Mooring,Near Surface Instrument Frame,3-Wavelength Fluorometer: FLORT Series D,CP04OSSM-RID27-02-FLORTD000,CGINS-FLORTD-01299,BBFL2W-1299,11,-9999999,CGINS-FLORTD-01299__20180928.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01299__20180928.csv,Calibration coefficients were modified,2019-09-29 14:46,2020-11-08 13:13,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (CP04OSSM-RID27-02-FLORTD000) were incorrect for all of deployment 11 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 11 for the time range 2019-09-29 14:46 to 2020-11-08 13:13 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01299__20180928.csv.
Coastal Pioneer NES,Inshore Surface Mooring,Near Surface Instrument Frame,3-Wavelength Fluorometer: FLORT Series D,CP03ISSM-RID27-02-FLORTD000,CGINS-FLORTD-01299,BBFL2W-1299,14,-9999999,CGINS-FLORTD-01299__20210212.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01299__20210212.csv,Calibration coefficients were modified,2021-11-01 14:10,2022-04-13 21:24,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (CP03ISSM-RID27-02-FLORTD000) were incorrect for all of deployment 14 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 14 for the time range 2021-11-01 14:10 to 2022-04-13 21:24 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01299__20210212.csv.
Global Argentine Basin,Flanking Subsurface Mooring A,Mooring Riser,3-Wavelength Fluorometer: FLORT Series D,GA03FLMA-RIS01-05-FLORTD000,CGINS-FLORTD-01300,BBFL2W-1300,2,-9999999,CGINS-FLORTD-01300__20150514.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01300__20150514.csv,Calibration coefficients were modified,2015-11-25 19:21,2016-11-05 18:58,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (GA03FLMA-RIS01-05-FLORTD000) were incorrect for all of deployment 2 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 2 for the time range 2015-11-25 19:21 to 2016-11-05 18:58 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01300__20150514.csv.
Coastal Pioneer NES,Central Surface Mooring,Near Surface Instrument Frame,3-Wavelength Fluorometer: FLORT Series D,CP01CNSM-RID27-02-FLORTD000,CGINS-FLORTD-01300,BBFL2W-1300,9,-9999999,CGINS-FLORTD-01300__20170503.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01300__20170503.csv,Calibration coefficients were modified,2018-03-24 21:32,2018-10-29 12:31,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (CP01CNSM-RID27-02-FLORTD000) were incorrect for all of deployment 9 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 9 for the time range 2018-03-24 21:32 to 2018-10-29 12:31 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01300__20170503.csv.
Global Irminger Sea,Flanking Subsurface Mooring A,Mooring Riser,3-Wavelength Fluorometer: FLORT Series D,GI03FLMA-RIS01-05-FLORTD000,CGINS-FLORTD-01300,BBFL2W-1300,7,-9999999,CGINS-FLORTD-01300__20200116.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01300__20200116.csv,Calibration coefficients were modified,2020-08-19 14:48,2021-08-17 09:36,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (GI03FLMA-RIS01-05-FLORTD000) were incorrect for all of deployment 7 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 7 for the time range 2020-08-19 14:48 to 2021-08-17 09:36 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01300__20200116.csv.
Global Argentine Basin,Flanking Subsurface Mooring B,Mooring Riser,3-Wavelength Fluorometer: FLORT Series D,GA03FLMB-RIS01-05-FLORTD000,CGINS-FLORTD-01301,BBFL2W-1301,2,-9999999,CGINS-FLORTD-01301__20150514.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01301__20150514.csv,Calibration coefficients were modified,2015-11-21 21:51,2016-11-01 10:10,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (GA03FLMB-RIS01-05-FLORTD000) were incorrect for all of deployment 2 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 2 for the time range 2015-11-21 21:51 to 2016-11-01 10:10 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01301__20150514.csv.
Coastal Pioneer NES,Offshore Surface Mooring,Near Surface Instrument Frame,3-Wavelength Fluorometer: FLORT Series D,CP04OSSM-RID27-02-FLORTD000,CGINS-FLORTD-01301,BBFL2W-1301,8,-9999999,CGINS-FLORTD-01301__20170505.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01301__20170505.csv,Calibration coefficients were modified,2018-03-24 14:37,2018-10-30 14:30,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (CP04OSSM-RID27-02-FLORTD000) were incorrect for all of deployment 8 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 8 for the time range 2018-03-24 14:37 to 2018-10-30 14:30 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01301__20170505.csv.
Global Irminger Sea,Flanking Subsurface Mooring B,Mooring Riser,3-Wavelength Fluorometer: FLORT Series D,GI03FLMB-RIS01-05-FLORTD000,CGINS-FLORTD-01301,BBFL2W-1301,7,-9999999,CGINS-FLORTD-01301__20200117.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01301__20200117.csv,Calibration coefficients were modified,2020-08-20 15:25,2021-08-18 14:06,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (GI03FLMB-RIS01-05-FLORTD000) were incorrect for all of deployment 7 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 7 for the time range 2020-08-20 15:25 to 2021-08-18 14:06 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01301__20200117.csv.
Global Argentine Basin,Apex Surface Mooring,Near Surface Instrument Frame,3-Wavelength Fluorometer: FLORT Series D,GA01SUMO-RID16-02-FLORTD000,CGINS-FLORTD-01317,BBFL2W-1317,2,-9999999,CGINS-FLORTD-01317__20150710.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01317__20150710.csv,Calibration coefficients were modified,2015-11-14 21:06,2016-11-08 10:10,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (GA01SUMO-RID16-02-FLORTD000) were incorrect for all of deployment 2 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 2 for the time range 2015-11-14 21:06 to 2016-11-08 10:10 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01317__20150710.csv.
